Time ,4SO2Me-ArOPh,Product
0,129.0447358,0.568741971
0.253333334,127.6762019,0.271071119
0.753333334,128.2538541,-0.179133247
1.253333334,128.155091,0.118183041
1.753333334,128.2533246,0.415721166
2.253333334,128.3047217,0.682195928
2.753333334,127.9477861,0.847826094
3.253333334,128.3980485,0.7681088
3.753333334,127.9716967,0.627727286
4.253333334,128.1420994,0.471016198
4.753333334,127.8997728,0.57164435
5.253333334,128.2229798,0.865899743
5.753333334,128.0829511,0.828852559
6.253333334,127.8256214,0.836696026
6.753333334,128.007149,0.889089815
7.253333334,127.5274625,0.959725247
7.753333334,127.9520662,1.276208508
8.253333334,127.7760815,1.127205772
8.753333334,128.1298213,1.10114778
9.243333334,127.6950616,1.006929911
9.753333334,127.942402,1.105522881
10.25333333,128.0879297,1.264010514
10.75333333,127.667582,1.238543896
11.25333333,127.5637972,1.369185345
11.75333333,127.6480433,1.204995316
12.25333333,127.5203727,1.278875214
12.75333333,127.35812,1.510332699
13.25333333,127.1974395,1.498116944
13.75333333,127.5817755,1.206959139
14.25333333,127.4840144,1.436207838
14.75333333,127.5622937,1.70580048
15.25333333,127.1578101,1.428461905
15.75333333,127.3812555,1.673461068
16.25333333,126.7890964,1.664245412
16.75333333,127.4637176,1.624951775
17.25333333,127.4214255,1.523905942
17.75333333,127.2120577,1.882251311
18.25333333,127.0764862,1.800316105
18.75333333,127.1612084,1.887400779
19.24333333,126.9123215,1.949471205
19.74333333,126.7771435,1.75109852
20.25333333,126.6736691,1.877862022
20.75333333,127.0092327,1.86969475
21.25333333,126.9921687,2.127802273
21.75333333,126.842894,1.844239565
22.25333333,126.6407297,2.224632939
22.75333333,126.7025614,2.144209511
23.25333333,127.0555515,2.141088268
23.75333333,126.9366867,2.206769917
24.25333333,126.987489,2.189584532
24.75333333,126.2060092,2.404226992
25.25333333,126.3539528,2.197499049
25.75333333,126.5139593,2.345773218
26.25333333,126.5454625,2.503310326
26.75333333,126.098406,2.300466323
27.25333333,125.9551152,2.5096407
27.75333333,126.3213191,2.502643244
28.25333333,125.9151643,2.478515274
28.75333333,125.9838559,2.607829865
29.25333333,126.0451937,2.620382124
29.75333333,126.137244,2.858384977
30.25333333,126.0722469,2.868242467
30.75333333,126.0566945,2.685907864
31.25333333,126.2613674,2.647925162
31.75333333,125.9272415,2.689890995
32.25333333,126.3363139,3.125173558
32.75333333,126.1094731,2.946754588
33.25333333,126.0643195,3.061924239
33.75333333,125.5715065,2.99392525
34.25333333,125.9714595,2.846023508
34.75333333,126.0825644,3.053687832
35.25333333,125.5225398,3.182712126
35.75333333,126.104399,3.009135228
36.25333333,126.1005969,3.2487716
36.75333333,125.9746169,3.129887505
37.25333333,125.7025076,3.308913619
37.75333333,125.0293805,3.090522464
38.25333333,125.4147454,3.207164274
38.75333333,125.4760693,3.379138294
39.25333333,125.2695924,3.390274043
39.75333333,124.7854759,3.405388922
40.25333333,125.1291821,3.550758242
40.75333333,125.3581759,3.501332415
41.25333333,124.9533963,3.466705502
41.75333333,124.907103,3.613402462
42.25333333,125.5196941,3.605990637
42.75333333,124.6685434,3.605311186
43.25333333,125.0735047,3.494866705
43.75333333,124.8248468,3.745455965
44.25333333,124.275606,3.829668821
44.75333333,124.2200367,3.209980296
45.25333333,124.4853861,3.631775911
45.75333333,124.4203339,3.921380959
46.25333333,124.0650837,3.957680478
46.75333333,124.6281985,4.220820712
47.25333333,124.0743386,3.968189323
47.75333333,124.3041136,4.002236781
48.25333333,124.1956119,4.024618526
48.75333333,124.1140299,3.93717912
49.25333333,124.5168409,4.050327322
49.75333333,124.0663738,4.017833757
50.25333333,124.5426125,4.434913734
50.75333333,124.383411,4.264619724
51.25333333,123.9649228,4.27200591
51.75333333,123.9872471,4.448080702
52.25333333,123.9723302,4.324272435
52.75333333,123.8514228,4.547863775
53.25333333,123.5682857,4.547892303
53.75333333,123.8256004,4.559957425
54.25333333,123.8577238,4.684626913
54.75333333,123.7927557,4.362555908
55.25333333,123.7671877,4.514984608
55.75333333,123.8798754,4.403687521
56.25333333,123.8929401,4.531250036
56.75333333,123.3063991,4.811895957
57.25333333,123.3537845,4.904868277
57.75333333,123.2178459,4.675149322
58.25333333,123.5891023,4.92625619
58.75333333,123.6101065,5.019250087
59.25333333,123.0897072,5.094132652
59.75333333,123.4096836,5.032647775
60.25333333,123.160111,4.945901832
60.75333333,123.4848725,4.869010386
61.25333333,122.9739352,5.154489613
61.75333333,123.3888457,5.199534793
62.25333333,122.8953093,5.200041508
62.76333333,123.0913823,5.269706277
63.26333333,123.0930476,5.079683773
63.76333333,122.8474134,5.276481674
64.25333333,122.7893804,5.358258454
64.75333333,122.6801391,5.36608515
65.25333333,122.9815648,5.347464281
65.75333333,122.9530108,5.386688065
66.25333333,122.8336237,5.428399605
66.75333333,123.1599069,5.561362987
67.25333333,122.127304,5.564774811
67.75333333,122.693251,5.641195995
68.25333333,122.5641843,5.712608461
68.75333333,122.6778448,5.799287835
69.25333333,122.060337,5.616730179
69.75333333,122.822525,5.640439491
70.25333333,122.4428861,5.754765549
70.75333333,122.5387591,5.706269563
71.25333333,122.7931516,5.943974145
71.75333333,122.2732089,6.081617073
72.26333333,122.5039865,5.741151119
72.76333333,122.4633934,5.745330901
73.26333333,122.6116351,5.824845723
73.76333333,122.2943005,6.08131741
74.26333333,122.1760337,6.000519606
74.76333333,122.2890405,6.188275793
75.25333333,122.3824072,6.157754585
75.75333333,122.3551976,6.204369808
76.25333333,121.977494,6.019300256
76.75333333,122.1512506,6.215156388
77.25333333,122.2005055,6.34420571
77.75333333,121.7173517,6.13364733
78.25333333,122.4436807,6.375915529
78.75333333,122.1840508,6.485671285
79.25333333,121.9512574,6.35529456
79.75333333,121.9173127,6.376972868
80.25333333,121.7925788,6.411933335
80.75333333,121.6359354,6.375562573
81.25333333,121.4650238,6.437613187
81.76333333,121.4901922,6.491513406
82.26333333,121.5697357,6.511341065
82.75333333,121.7149216,6.617039577
83.26333333,121.7695109,6.768770297
83.76333333,121.7462626,6.810027835
84.26333333,121.7618679,6.742315277
84.76333333,121.5622115,6.598720426
85.26333333,121.423089,6.906529605
85.76333333,121.3800676,6.609150857
86.26333333,121.3765025,6.698920168
86.76333333,121.3846522,6.965494635
87.26333333,121.2633161,6.847874989
87.76333333,121.4471893,6.847218159
88.26333333,121.5914589,6.883602714
88.75333333,121.2084103,6.85669673
89.25333333,120.5255697,7.152846809
89.75333333,121.1257158,7.043947199
90.25333333,121.3817986,7.044282026
90.75333333,120.9447295,6.918096144
91.25333333,121.0351009,7.300220931
91.75333333,120.9511174,7.425270951
92.25333333,120.7113331,7.255726292
92.75333333,120.6353989,7.269650139
93.25333333,120.6362354,7.354637992
93.75333333,120.7738755,7.23506278
94.26333333,120.8566205,7.395916286
94.76333333,120.2919303,7.241234387
95.26333333,120.1335057,7.467787108
95.76333333,120.7361462,7.350172038
96.26333333,120.5649053,7.468389964
96.76333333,120.6521395,7.512213385
97.26333333,120.432353,7.741759819
97.76333333,120.2325807,7.705863418
98.26333333,120.3987297,7.514300499
98.76333333,120.5410332,7.593533914
99.26333333,120.2532506,7.823084111
99.76333333,120.7985033,7.89246084
100.2633333,120.5022379,8.169705604
100.7533333,120.3246726,8.129194675
101.2533333,120.7716088,7.956077841
101.7533333,120.4205569,8.160958059
102.2533333,120.485606,8.150904102
102.7533333,120.1379747,8.157767175
103.2533333,119.8371739,8.312114046
103.7533333,120.0337092,8.396020095
104.2633333,120.2545795,8.585430493
104.7533333,120.2135473,8.470451689
105.2533333,120.225427,8.45839992
105.7633333,120.1144645,8.720407711
106.2633333,119.9055439,8.486734893
106.7633333,120.1509911,8.632032292
107.2633333,119.6634977,8.452811088
107.7633333,119.6659161,8.53468999
108.2633333,119.9766108,8.742583269
108.7633333,119.9326829,8.641598587
109.2633333,120.1425508,8.853363389
109.7633333,119.8840082,8.845611944
110.2633333,119.3518239,8.719182179
110.7633333,119.4334488,8.922799136
111.2633333,119.6309104,8.750456472
111.7633333,119.2579797,9.104007126
112.2633333,119.6674611,8.980491448
112.7633333,119.7416498,9.078106093
113.2633333,119.272234,8.871955839
113.7633333,119.6470857,9.257813485
114.2633333,119.1938476,9.201577339
114.7633333,119.0890251,9.291159799
115.2633333,119.1452491,9.067470289
115.7633333,118.849986,9.246056112
116.2633333,118.8066067,9.295858354
116.7633333,119.8404797,9.433930062
117.2633333,119.1032538,9.433362913
117.7633333,118.7019102,8.939000792
118.2633333,119.1506621,9.142131593
118.7633333,118.8996667,9.328850418
119.2633333,118.6494294,9.005772744
119.7633333,118.7727986,9.366044563
120.2633333,118.8462454,9.453517936
120.7633333,119.0031893,9.230347448
121.2633333,118.7835468,9.332384998
121.7633333,118.5105672,9.25455364
122.2633333,118.8617215,9.537399621
122.7633333,118.6188462,9.524870851
123.2633333,118.4314691,9.725012416
123.7633333,118.4991789,9.633248685
124.2633333,118.5947083,9.660202908
124.7633333,118.2963935,9.699766272
125.2633333,118.4730273,9.791446741
125.7633333,118.6038939,9.755043337
126.2633333,118.5360304,9.863322695
126.7633333,118.7425877,9.723542936
127.2633333,118.5801757,9.689130055
127.7633333,118.9509074,9.74818878
128.2633333,118.6290654,9.859417596
128.7633333,118.9488326,10.07051925
129.2633333,118.7640012,9.991615989
129.7633333,118.9059254,9.944409187
130.2633333,118.746084,9.869966302
130.7633333,118.7140568,10.03363483
131.2633333,118.3713273,10.13120396
131.7633333,118.5118281,9.837510784
132.2633333,118.4394248,10.10145066
132.7633333,118.5860321,9.979430552
133.2633333,118.7331176,10.33934249
133.7633333,118.4130081,10.19840239
134.2633333,118.8783861,10.26268508
134.7633333,118.4572768,10.23100822
135.2633333,118.7093441,10.19651629
135.7633333,118.6228318,10.25746198
136.2633333,118.6189229,10.53038088
136.7633333,118.3719072,10.55886228
137.2633333,118.5935348,10.66283635
137.7633333,118.0743968,10.60593104
138.2633333,118.5352011,10.41127166
138.7633333,118.7016187,10.73659823
139.2633333,118.4420213,10.74755456
139.7633333,118.2643466,10.68965003
140.2633333,117.9604583,10.83729692
140.7633333,118.1608463,10.89803545
141.2633333,118.1590702,11.05120916
141.7633333,117.8954643,11.12885288
142.2633333,117.9113429,10.94972636
142.7633333,117.9724744,10.79026391
143.2633333,118.3219991,11.00586891
143.7633333,117.9447582,10.98172471
144.2633333,118.0147516,11.27367879
144.7633333,118.2112753,11.0815161
145.2633333,118.1239445,11.36136181
145.7633333,117.8719795,11.08083619
146.2633333,117.6535196,11.35044381
146.7633333,118.0389763,11.10928534
147.2633333,117.5621319,11.36537568
147.7633333,117.6388571,11.312764
148.2633333,117.2166518,11.32630737
148.7633333,117.6467152,11.50228234
149.2633333,117.4907505,11.49901073
149.7633333,118.0995613,11.54635245
150.2633333,117.6759356,11.44650433
150.7633333,117.6949582,11.56842939
151.2633333,117.4900228,11.57773135
151.7633333,117.8894211,11.53017597
152.2633333,117.4230869,11.69765645
152.7633333,117.9792801,11.57375402
153.2633333,117.6369482,11.81963483
153.7633333,117.4894125,11.71000061
154.2633333,117.7822793,11.7694744
154.7633333,117.5388357,11.6889673
155.2633333,117.1454517,11.9090161
155.7633333,117.399166,12.0500906
156.2633333,117.5633079,12.04841401
156.7633333,116.8761971,12.08982252
157.2633333,117.5643648,12.15709141
157.7633333,117.1034466,12.00285297
158.2633333,117.7125408,11.83031073
158.7633333,116.8081424,11.98698991
159.2633333,116.9820749,12.07964438
159.7633333,117.4445336,12.17216318
160.2633333,117.2102939,12.25054331
160.7633333,116.9598626,12.08881526
161.2633333,117.3123838,12.15588543
161.7633333,117.2287913,11.9838265
162.2633333,117.1735479,12.24599898
162.7633333,116.6862679,12.34307762
163.2633333,117.2589102,12.21793109
163.7633333,116.7127353,12.55940261
164.2633333,116.8824611,12.55285351
164.7633333,116.8068906,12.29087923
165.2633333,116.933723,12.37680277
165.7633333,116.6658961,12.22333835
166.2633333,116.460584,12.52855389
166.7633333,116.9174649,12.41844597
167.2633333,116.9237716,12.34751877
167.7633333,116.789647,12.47718624
168.2633333,116.8593068,12.58709381
168.7733333,115.9810389,12.75279294
169.2633333,116.6209912,12.48473345
169.7633333,116.9173187,12.67448878
170.2633333,117.1256159,12.5621569
170.7633333,116.3811819,12.68955142
171.2633333,116.0752,12.64217125
171.7633333,116.3988464,12.84087765
172.2633333,116.5030723,12.58358725
172.7633333,116.1259976,12.74218917
173.2633333,116.8354969,12.70620593
173.7733333,116.2244973,12.71184704
174.2633333,116.1281715,12.94341903
174.7633333,115.9566717,13.05596064
175.2633333,116.4422447,13.0850235
175.7633333,115.7110908,13.14264907
176.2633333,115.9936193,13.14546248
176.7633333,115.8920377,12.9825178
177.2633333,116.3079157,13.08733353
177.7633333,115.5342927,13.01943518
178.2633333,116.0283038,12.98658626
178.7733333,116.1170562,13.13333355
179.2633333,116.2590861,13.01816713
179.7633333,115.8985289,13.24407102
180.2633333,115.8427996,13.16809822
180.7633333,115.8250063,13.26490578
181.2633333,115.5821206,13.20128096
181.7633333,115.8084465,13.37715057
182.2633333,116.6009274,13.27174664
182.7633333,115.835119,13.49469562
183.2633333,116.0670861,13.56908973
183.7733333,115.6515834,13.61535836
184.2633333,115.5032009,13.22614169
184.7633333,115.2296086,13.57433794
185.2633333,115.6490352,13.54160134
185.7633333,115.4003607,13.43366794
186.2633333,115.5652962,13.6321013
186.7633333,115.9135845,13.64370543
187.2633333,115.5376559,13.91934803
187.7633333,115.947353,13.80056005
188.2633333,115.702852,13.60982891
188.7733333,115.6310161,13.56795456
189.2733333,115.5181275,13.76722629
189.7633333,115.0415061,13.69157324
190.2733333,115.363705,13.83770473
190.7633333,114.8398464,13.79814883
191.2633333,115.6074189,13.79501209
191.7633333,115.4159513,14.09640416
192.2633333,115.0403753,13.84122567
192.7633333,115.5421323,13.71143221
193.2733333,114.9391528,14.1426626
193.7733333,115.0236916,13.88288197
194.2633333,114.8358015,14.12221253
194.7633333,114.8634349,14.1868489
195.2633333,115.1755571,14.08474869
195.7633333,115.3355107,14.15677309
196.2633333,114.582602,13.441034
196.7633333,114.6042803,13.69771201
197.2733333,114.6531371,13.99029727
197.7733333,114.4072356,13.84858231
198.2733333,114.946432,13.81219935
198.7633333,115.107451,13.891992
199.2733333,114.9392405,13.90688776
199.7633333,114.8916862,13.89342739
200.2633333,114.9134044,13.87106838
200.7633333,114.436083,13.74494652
201.2633333,114.8885398,14.0203491
201.7733333,114.7386504,13.85884477
202.2733333,114.6769627,13.90384831
202.7733333,114.968323,13.85928246
203.2733333,114.6038997,13.81344737
203.7733333,114.0912369,13.87495358
204.2633333,114.7154448,13.93408024
204.7633333,114.3946983,13.88328845
205.2633333,114.8431655,14.02679744
205.7633333,114.3166097,14.03299935
206.2633333,114.2880487,14.06799921
206.7733333,113.8638746,14.26725608
207.2733333,114.2176119,14.02691281
207.7733333,114.5223726,13.91567389
208.2733333,114.4829523,14.21670662
208.7733333,114.8269991,14.13663357
209.2633333,114.6093456,14.11571032
209.7633333,114.0914787,14.26304199
210.2633333,114.451476,14.25576388
210.7633333,114.6224513,14.09863426
211.2633333,114.3257484,14.24629343
211.7633333,113.9471245,14.23264631
212.2733333,114.5346197,14.33565111
212.7733333,114.1121973,14.21476083
213.2733333,113.8554098,14.26872055
213.7733333,114.3476246,14.42253255
214.2733333,113.8351211,14.35199582
214.7733333,114.0631685,14.33597399
215.2733333,114.0663214,14.43897787
215.7633333,114.0297442,14.39782916
216.2633333,114.1484726,14.54759165
216.7633333,113.8682834,14.44759433
217.2633333,113.9451101,14.50798001
217.7733333,113.90673,14.84058653
218.2733333,114.0718804,14.47543102
218.7733333,113.9764264,14.58025752
219.2733333,114.0833365,14.52844324
219.7733333,113.4901024,14.4430375
220.2733333,113.8383148,14.62954927
220.7733333,114.1282994,14.56094449
221.2733333,113.1305881,14.6498017
221.7733333,114.1936245,14.68198181
222.2633333,113.7633144,14.75571222
222.7633333,113.9888983,15.01387887
223.2633333,113.7124377,14.76879448
223.7733333,113.8521252,14.61616132
224.2733333,113.6826037,15.07435152
224.7733333,114.0809296,15.07241973
225.2733333,113.6013218,15.15814037
225.7733333,113.6000058,14.73082117
226.2733333,113.8204771,14.84490401
226.7733333,113.9125434,14.72282623
227.2733333,113.7803608,15.08280503
227.7733333,113.6805237,14.8687478
228.2633333,113.515364,14.77922852
228.7633333,113.4329272,15.18731437
229.2633333,113.2089141,15.00152921
229.7733333,113.8440108,15.1276194
230.2733333,113.0759715,15.28167549
230.7733333,113.3325993,15.28161983
231.2733333,113.6964829,15.1705175
231.7733333,112.8514723,15.06730924
232.2733333,113.1864016,15.19724537
232.7733333,113.2012403,15.21333336
233.2733333,113.3291161,15.11966426
233.7733333,113.2168419,15.42604512
234.2733333,113.1480989,15.31532487
234.7733333,113.044908,15.47914018
235.2733333,112.9224543,15.30231764
235.7733333,113.3092621,15.35037018
236.2733333,112.6655429,15.4421688
236.7733333,113.238037,15.45286495
237.2733333,113.5813345,15.37112379
237.7733333,113.1192331,15.21240291
238.2733333,113.1892096,15.48782285
238.7733333,112.8713831,15.71647974
239.2733333,112.863921,15.41776949
239.7733333,113.0807934,15.55524869
240.2733333,113.2684995,15.65198503
240.7733333,113.0901685,15.63338791
241.2733333,112.8181731,15.60028438
241.7733333,113.3350008,15.74475001
242.2733333,112.9646501,15.49056264
242.7733333,112.8957983,15.79448624
243.2733333,112.481035,15.54210451
243.7733333,112.9609986,15.45558243
244.2733333,112.2375973,15.65801168
244.7733333,112.7138441,15.88352727
245.2733333,112.8348828,15.77693154
245.7733333,112.897619,15.62177457
246.2733333,112.8538463,15.93385961
246.7733333,113.1735958,15.65234611
247.2733333,112.9192366,15.88111611
247.7733333,112.5426226,15.86752698
248.2733333,112.5991281,15.94942079
248.7733333,112.1718399,16.09176955
249.2733333,112.110676,15.84209736
249.7733333,112.789015,16.03702566
250.2733333,112.3162478,15.96250795
250.7733333,112.7313748,16.01765051
251.2733333,111.7989229,16.30963659
251.7733333,112.2795059,16.09386157
252.2733333,112.3996531,16.04360329
252.7733333,112.1977445,16.06749991
253.2733333,112.4381839,16.00695614
253.7733333,112.4678831,16.20231287
254.2733333,112.5738341,15.93686476
254.7733333,112.3715958,16.10983145
255.2733333,112.3187383,16.23774549
255.7733333,112.9031156,16.19586988
256.2733333,112.1092481,16.36689547
256.7733333,112.2367304,16.19720199
257.2733333,111.981561,16.28933731
257.7733333,111.7417462,16.22589208
258.2733333,112.14806,16.26552365
258.7733333,112.0671862,16.23362029
259.2733333,112.4386609,16.2872768
259.7733333,111.9046677,16.29928272
260.2733333,112.3962406,16.59132398
260.7733333,111.9867548,16.61243958
261.2733333,111.8126968,16.66317489
261.7733333,112.2261453,16.34451233
262.2733333,111.9849851,16.58716197
262.7733333,112.1332262,16.58446915
263.2733333,111.8952795,16.40880651
263.7733333,112.1377004,16.51891293
264.2733333,112.1512281,16.70601629
264.7733333,111.8624242,16.81062949
265.2733333,111.7135018,16.45295446
265.7733333,111.6769576,16.52072249
266.2733333,111.9904276,16.67244532
266.7733333,111.2914117,16.79130483
267.2733333,112.035589,16.81072792
267.7733333,111.992624,16.84294466
268.2733333,111.7530445,16.72989524
268.7733333,112.392915,16.8775894
269.2733333,112.2432803,16.74159549
269.7733333,111.4683826,16.72215205
270.2733333,112.4360075,16.92259667
270.7733333,111.8742048,16.8356012
271.2733333,111.9586327,17.00338683
271.7833333,111.3923215,17.03783985
272.2733333,111.4580476,16.92561187
272.7733333,111.7080122,16.98323452
273.2733333,111.84047,17.08567472
273.7733333,111.5737273,17.12719082
274.2733333,111.4586834,17.07101282
274.7733333,111.1275796,16.98182278
275.2733333,111.3960798,17.0575678
275.7733333,111.5027108,17.23572637
276.2733333,111.4530428,17.07180042
276.7733333,111.3602192,16.76454557
277.2733333,111.3830678,17.23924234
277.7733333,111.1436156,17.08828744
278.2733333,111.4522114,17.13985213
278.7833333,111.6426071,17.44033074
279.2833333,111.4698704,17.34339736
279.7833333,111.1392669,17.19730122
280.2733333,111.1461944,17.33539646
280.7733333,111.0977441,17.39063435
281.2733333,111.4414246,17.4617893
281.7733333,111.0834689,17.36854348
282.2733333,110.6886001,17.20030517
282.7733333,111.1894282,17.34871049
283.2733333,111.164858,17.46210852
283.7733333,111.5435895,17.29095468
284.2733333,110.9016083,17.62857318
284.7733333,110.8760788,17.55628072
285.2733333,110.8478911,17.44500204
285.7733333,111.4888896,17.419507
286.2733333,111.2350821,17.65910103
286.7833333,111.3232108,17.42919525
287.2833333,111.2604142,17.72462523
287.7833333,110.8009295,17.98664943
288.2833333,111.0958331,17.57458528
288.7833333,110.8742026,17.62938363
289.2733333,110.9042099,17.93795581
289.7733333,110.7087751,17.97728279
290.2733333,110.9828637,17.61835184
290.7733333,110.7320667,17.91261031
291.2733333,110.9626953,17.77805879
291.7733333,111.2868963,17.78226421
292.2733333,110.5238154,17.83342525
292.7733333,110.3939301,17.41746234
293.2733333,110.8707997,17.92981236
293.7733333,110.564288,18.03689342
294.2733333,111.1924512,17.97622589
294.7733333,110.3706934,18.04554628
295.2833333,110.0972489,18.05730743
295.7833333,110.2128567,18.13174741
296.2833333,110.6141417,18.02386722
296.7833333,110.6843893,18.09909944
297.2833333,110.3176362,18.07548907
297.7833333,110.1606194,18.00150363
298.2733333,110.2790786,18.19181337
298.7833333,110.1652603,18.07329886
299.2733333,110.6725396,18.08249445
299.7733333,110.7165549,17.93218062
300.2733333,110.6672818,18.14580613
300.7733333,110.7301857,18.22785532
301.2733333,109.9806448,18.16370049
301.7733333,110.4956854,18.28479544
302.2733333,110.217018,17.96411648
302.7733333,110.2211507,18.21721619
303.2733333,110.2393019,18.24863554
303.7833333,110.206107,18.1834035
304.2833333,110.1873478,18.27224015
304.7833333,110.4222637,18.30254678
305.2833333,109.9972626,18.41479383
305.7833333,109.9120233,18.55658385
306.2833333,110.3266943,18.32889985
306.7833333,110.1444908,18.2672193
307.2733333,110.2107381,18.47025803
307.7733333,109.8251042,18.51501873
308.2733333,110.1019872,18.53897185
308.7733333,109.9986809,18.27481614
309.2733333,110.4141638,18.57489106
309.7733333,109.9242528,18.47579787
310.2733333,109.8827223,18.66692581
310.7733333,109.7997386,18.59286809
311.2833333,110.1007898,18.74044146
311.7833333,109.6908029,18.98649526
312.2833333,109.8083734,18.73999968
312.7833333,110.2631827,18.7709688
313.2833333,109.8304789,18.75146314
313.7833333,109.9379553,18.75010944
314.2833333,109.7110157,19.00443789
314.7833333,109.9631979,18.87291278
315.2733333,109.9688021,18.86266681
315.7733333,109.8141787,18.69566072
316.2733333,109.5867365,18.96369961
316.7733333,110.1216336,18.863174
317.2733333,109.5497033,18.88556581
317.7733333,109.9307663,18.88611815
318.2833333,109.9724861,18.88526471
318.7833333,109.6848419,18.76929481
319.2833333,109.8580656,18.98100049
319.7833333,109.6289403,18.92975826
320.2833333,110.1821272,18.8709356
320.7833333,109.6412037,19.10807463
321.2833333,109.6497554,18.99037613
321.7833333,109.3210183,19.05658055
322.2833333,109.6853971,19.26908772
322.7833333,109.4342378,19.0588196
323.2733333,109.4748785,18.96900484
323.7733333,109.4283257,19.18315803
324.2733333,110.087343,19.15415597
324.7733333,109.5579592,19.0994606
325.2733333,109.0217022,19.31149824
325.7833333,109.2514769,19.41255457
326.2833333,109.4504868,19.17423561
326.7833333,109.542803,19.11810471
327.2833333,109.4194826,19.08633791
327.7833333,109.260088,19.12933294
328.2833333,108.9424877,19.35161687
