Time / min,4Cl-ArOPh,Product,Mass Balance
0.0,177.8095714,0.0,177.8095714
0.18123333333333372,178.18457170606786,-0.23217570083492972,177.9523960052329
0.6809833333333339,178.4367853659226,-0.4508820487625667,177.98590331716002
1.1795333333333342,178.09714858548043,-0.10960782424481796,177.9875407612356
1.6788166666666673,177.85843156682063,0.2644101587355868,178.1228417255562
2.1855999999999995,177.47984664067206,0.1584666480232447,177.63831328869531
2.6853000000000007,177.30196980749398,0.5167161020329111,177.8186859095269
3.184566666666666,177.812366911948,0.36084764131512537,178.17321455326314
3.6843,177.9417531530934,0.42474945390346913,178.36650260699687
4.182433333333334,177.76035786016485,0.7839653185711417,178.544323178736
4.6821666666666655,177.56716997490096,0.857767704760357,178.42493767966133
5.181266666666667,177.7191896259843,1.0758281162671004,178.79501774225142
5.681050000000001,177.7779844316302,0.8382786530183453,178.61626308464852
6.179183333333333,178.50610113921076,0.8424141720487517,179.34851531125952
6.68565,178.8024946993182,0.9618766991438195,179.76437139846203
7.1856333333333335,178.82017410250523,0.9126056051309621,179.73277970763618
7.684366666666667,178.8537736772329,0.6154419792574625,179.46921565649038
8.183133333333334,178.1104965553122,0.4736329905679035,178.5841295458801
8.682266666666665,177.60531650688736,0.4258057820916583,178.03112228897902
9.182333333333334,177.27468069058733,0.5181346020161093,177.79281529260345
9.681149999999999,177.66867700226098,0.21620159793984717,177.88487860020084
10.179583333333335,177.65438401830983,0.5203069412586042,178.17469095956844
10.68605,177.57832447571738,0.685869195793273,178.26419367151064
11.1857,177.90298283641795,0.8759026984460376,178.77888553486397
11.684499999999998,178.24921874141424,0.9537246220913304,179.20294336350557
12.183316666666666,178.2457130308247,0.8265748091500192,179.07228783997473
12.682316666666669,178.57100872216105,0.6330983986474203,179.2041071208085
13.182366666666667,178.6734795099904,1.0302136356667773,179.70369314565716
13.68125,178.66189618232238,0.8944644318449845,179.55636061416737
14.179399999999998,178.54854736132503,1.0536647406124702,179.6022121019375
14.685833333333335,178.77129313792258,1.0489113809311772,179.82020451885376
15.18575,179.0301095906566,0.772892068522848,179.80300165917944
15.684633333333332,178.9347186150147,0.8425993982909185,179.77731801330563
16.182866666666666,178.9943232022876,0.8839618079017956,179.8782850101894
16.682466666666667,179.18113692985116,0.8340566935216336,180.0151936233728
17.181416666666667,178.97033624805601,0.7594219729843346,179.72975822104036
17.6798,179.04120848984968,0.7894986258728665,179.83070711572253
18.18613333333333,178.79210056289867,1.0058960955363523,179.797996658435
18.685716666666668,179.1007054719318,0.580912686457816,179.68161815838963
19.184733333333334,178.62496480959763,0.8753279317565245,179.50029274135414
19.68296666666667,178.80249870701581,0.822553700801689,179.6250524078175
20.182516666666668,179.0062348935333,0.546123897973032,179.55235879150632
20.6807,178.845313597255,0.7305677452036915,179.5758813424587
21.18776666666667,178.49840296729982,0.6481749433600802,179.14657791065991
21.686783333333334,178.58275554914235,0.6532488644547143,179.23600441359707
22.18455,178.55285731196503,0.5615289908324355,179.11438630279747
22.683283333333335,178.25831636850785,0.6111165807481582,178.869432949256
23.182633333333335,178.0944778512899,0.5201839884921171,178.614661839782
23.68181666666667,178.10509378204247,0.4964550504086338,178.6015488324511
24.1871,178.10777521197684,0.40934555539593265,178.51712076737277
24.686116666666667,177.9483994588138,0.3423926284618368,178.29079208727563
25.18458333333333,177.92651677818404,0.19154153649693575,178.11805831468098
25.683600000000002,177.7968343269357,0.40243226416496325,178.19926659110067
26.18241666666667,177.80823729914377,0.523887113530215,178.33212441267398
26.681466666666665,177.6579242796032,0.555480385671966,178.21340466527516
27.188000000000002,177.63574162512938,0.5035676523004918,178.13930927742987
27.68591666666667,177.35238059407737,0.6064321375314626,177.95881273160884
28.18425,176.9458380755852,0.5217258407993159,177.4675639163845
28.68386666666667,177.36241092687266,0.6062905357665919,177.96870146263925
29.181649999999998,177.28667835493104,0.5728751071352387,177.8595534620663
29.687866666666665,177.18876328203478,0.585753368509756,177.77451665054454
30.186449999999997,176.7052965232755,0.9760268662509919,177.6813233895265
30.68585,176.98160956625836,0.9260674282143215,177.90767699447267
31.18488333333333,176.665624236927,0.8401016216916887,177.5057258586187
31.68301666666667,176.9331402542042,0.8460573085078468,177.77919756271206
32.18123333333333,176.8118404748934,1.007465631559207,177.8193061064526
32.68743333333334,176.76065165132,0.9408305488658865,177.70148220018586
33.25535,176.60142886822055,0.9897636545262083,177.59119252274675
33.68756666666666,176.60719040190145,1.052215680800324,177.65940608270176
34.21263333333333,176.47927644983756,1.0837298658998373,177.5630063157374
34.68248333333334,176.60041972677925,1.2796076825948544,177.8800274093741
35.188116666666666,176.63961144207963,1.012541915353238,177.65215335743287
35.69741666666666,176.69069175664785,1.0734911157848384,177.76418287243268
36.188,176.69747221887883,1.086895482614835,177.78436770149366
36.6857,176.85131218766932,0.9505733917071744,177.8018855793765
37.19475,176.81784662083592,1.0949455466771414,177.91279216751306
37.728433333333335,176.91947461755208,1.038600204541279,177.95807482209335
38.24158333333333,176.64957320529186,1.042966286550806,177.69253949184267
38.689733333333336,176.70932789251628,1.0926912418956611,177.80201913441195
39.18806666666667,176.77239825613648,1.2288866785424253,178.00128493467892
39.68716666666667,176.81450354202764,1.0808942004751485,177.89539774250278
40.18495,176.60373152629887,1.2098292611966965,177.81356078749556
40.68333333333333,176.87592309104124,1.027208247076229,177.90313133811748
41.18320000000001,176.57689003029384,1.4324058057687223,178.00929583606256
41.687866666666665,176.52377090168736,1.1987857077450093,177.72255660943236
42.18691666666667,176.52856095652984,1.3713531535082253,177.89991411003808
