T,A,P
630.7050667,100.2694736,20.27942492
631.2051,100.2030887,20.15802123
631.7048333,100.0306702,20.28529788
632.20435,99.81865445,20.07980689
632.70505,99.88724659,20.0048136
633.2040833,99.60118052,20.08432338
633.7038167,99.9062682,20.1869034
634.20395,99.88635547,20.11700264
634.7031333,100.0955384,20.16849069
635.2041333,99.86298866,20.13266718
635.7038333,99.91179059,20.16727902
636.2029167,99.8997926,20.29382245
636.70295,99.80154336,20.07209696
637.2104167,100.0379098,20.15003029
637.71015,100.0313367,20.1870331
638.2102833,99.75733855,19.95931084
638.70945,99.80209379,20.02821159
639.2104167,99.91354938,20.28052067
639.7101833,99.95294542,20.36110978
640.2092667,100.1212374,20.23980283
640.70935,99.67040517,20.12331605
641.2091,99.76763912,20.20102589
641.7101667,99.73303604,20.35533328
642.20925,99.98287751,20.36532101
642.7093667,99.8949095,20.49792251
643.20875,99.78442303,20.27365109
643.7085833,99.82942378,20.51131229
644.2092167,99.72780031,20.20306773
644.7093833,99.55711137,20.30142827
645.2083667,99.92790658,20.27567122
645.70825,99.80566924,20.30860134
646.20925,99.50131004,20.36682746
646.7083667,99.42664673,20.38323004
647.2083333,99.61080397,20.18594594
647.7081333,99.66362277,20.37770931
648.2079667,99.85409771,20.2695889
648.7083833,99.61962983,20.508282
649.2083333,99.69389573,20.42337358
649.7081167,99.64166621,20.57132636
650.20925,99.35969663,20.28024205
650.7084,99.73137067,20.31394912
651.2083333,99.62488875,20.44231419
651.7083167,99.54351531,20.49400962
652.2092333,99.47603278,20.30796234
652.7085833,99.66568399,20.44976012
653.20835,99.63259717,20.53905006
653.7081833,99.31148373,20.51742058
654.2094167,99.36079667,20.34742535
654.7084333,99.58378124,20.47216773
655.2083833,99.41704563,20.31613679
655.7082333,99.68917809,20.54972785
656.2092833,99.50584573,20.64620761
656.7084333,99.48422144,20.36172781
657.2083833,99.35883466,20.63404886
657.7081167,99.42129421,20.25082103
658.2093167,99.35136419,20.62763366
658.70845,99.58812669,20.53786647
659.2084167,99.44655788,20.71764648
659.7081333,99.78297525,20.58537408
660.2079,99.25979016,20.53129573
660.7084833,99.45627905,20.73285758
661.20845,99.54899658,20.47468112
661.7081667,99.20157817,20.67339758
662.2074,99.33665122,20.63092967
662.7067833,99.5780698,20.75934974
663.2148167,99.39788378,20.84121998
663.71455,99.17802229,20.65325321
664.2135833,99.4766901,20.75036625
664.7131667,99.29237806,20.80274388
665.2138167,99.42776125,20.80604115
665.7135667,99.37552156,20.70704626
666.2127,99.33874815,20.64429958
666.7127,99.40084369,20.54721541
667.2119667,99.30899169,20.82452577
667.7117167,99.28212845,20.917517
668.2126667,99.31275634,20.81927497
668.7117167,99.38887045,20.63187346
669.2117,99.16984303,20.63330322
669.7114167,99.43766038,20.8633065
670.2105167,99.31006739,20.8444347
670.71,99.24099427,21.18170256
671.2106333,99.27313288,21.03262597
671.7104,99.2868931,20.71695789
672.2095,99.18102231,21.01487689
672.7095833,99.27006659,20.81073884
673.2089167,99.21983475,20.9289073
673.7087,99.24633404,20.92829654
674.2094667,99.11791533,20.77817981
674.7085833,99.34155168,20.94222448
675.2085667,99.08518959,20.76393607
675.7153667,98.85380339,20.93096155
676.21585,99.22165409,20.8134071
676.7159667,99.08091377,20.9542116
677.2149,99.15283746,20.91296725
677.7146667,99.35791749,21.07490647
678.2145167,99.12859187,20.9426267
678.7149167,99.04051146,21.03579159
679.2149167,99.16328988,20.88295318
679.7146667,99.12465994,20.91617076
680.2137667,98.97070081,20.99081127
680.7149333,98.92890811,21.0452368
681.2139167,98.83414542,20.94861137
681.71365,99.09775422,21.02237794
682.2137167,98.85825558,20.97603062
682.7131667,99.10274392,21.2005553
683.2139333,99.07011323,21.32966239
683.7136667,99.01138962,20.92709455
684.2137167,98.93730302,21.01366808
684.7128167,99.19400818,21.26231281
685.2124,98.93454591,21.06334931
685.7122167,99.04413382,21.08498872
686.2127167,99.03844092,21.14598115
686.7128333,98.83875064,20.88687938
687.2118167,99.11924192,20.98638684
687.7116833,98.76313502,20.85142795
688.2127,99.00391779,21.10346766
688.7118333,98.57783374,21.15956287
689.2118,98.74451545,20.93884426
689.7115333,99.14145887,21.21483489
690.2109667,98.9962164,21.35386597
690.7118,98.79693212,21.11156363
691.21075,99.13179354,21.23176516
691.7105333,98.85093485,21.12513396
692.2106833,98.8516209,21.46154777
692.7103333,98.82820792,21.19559321
693.2107833,98.82404153,21.39125149
693.71055,98.68496926,21.04905406
694.2172833,99.13143203,21.44804199
694.7182333,98.94905417,21.23705494
695.2171833,98.79204293,21.3018785
695.7169333,98.85029056,21.25108131
696.21695,98.79305638,21.42206268
696.7165167,98.8908822,21.07076172
697.2171667,98.81263396,21.48214238
697.7169,98.7828064,21.15966573
698.2169167,98.76394645,21.16569027
698.7161,98.90626668,21.4265947
699.2156333,98.51461362,21.23958778
699.7154833,98.71267562,21.26407979
700.2159,98.76792832,21.2612109
700.7151833,98.50453925,21.29709867
701.21505,98.69480794,21.45815497
701.7147833,98.59655845,21.20546257
702.2145833,98.75604283,21.34928224
702.7150833,98.59517478,21.55084938
703.2150833,98.61417853,21.60155804
703.7148167,98.74774507,21.43672659
704.2142167,98.56134836,21.56204198
704.7150833,98.34916888,21.41774539
705.2140833,98.65348229,21.35280421
705.7148333,98.53306526,21.24919274
706.2138833,98.71304088,21.54525889
706.7138,98.55345857,21.56586388
707.2140833,98.67375579,21.46941356
707.7138333,98.46812392,21.4901411
708.2138667,98.41472424,21.38954208
708.7133,98.53146557,21.38725892
709.2141,98.5324681,21.43758238
709.7138667,98.35608096,21.49352003
710.2139167,98.29280076,21.46774624
710.713,98.31515044,21.43509647
711.2127167,98.369329,21.48651399
711.71385,98.22942671,21.27104373
712.21285,98.47362139,21.33133642
712.7129833,98.56743794,21.66385053
713.21235,98.48396079,21.57325534
713.7123333,98.22179777,21.51905586
714.2128833,98.45073564,21.61140797
714.7129833,98.43759458,21.67144934
715.2204667,98.72849621,21.605057
715.7201833,98.30516452,21.67752063
716.2192,98.52501715,21.85626809
716.7193667,98.31498028,21.59954422
717.2188,98.26518066,21.61475565
717.7187,98.55923217,21.80872966
718.2192167,98.55710363,21.7120296
718.7193667,98.32404508,21.70925083
719.21835,98.48085452,21.7349574
719.71825,98.54583996,21.75430388
720.2191833,98.29369042,21.67300003
720.7183667,98.51759602,21.71035824
721.2183833,98.30243216,21.47888223
721.7180833,98.56886701,22.10466485
722.2177333,98.68844402,22.13580055
722.7183833,97.9301895,21.61015962
723.2184,98.12519086,21.80632547
723.7181333,98.23739835,21.65822369
724.2172333,98.33389445,21.66136033
724.7171667,98.13003308,21.73967046
725.2173833,98.17042542,21.79410874
725.7171167,98.35080361,21.82682195
726.2171333,98.23878233,21.86207139
726.7166333,98.13354996,21.83222551
727.2173833,98.20574769,21.8443667
727.7171,98.12631672,21.57700527
728.2171333,98.25357089,21.82295256
728.7163333,98.18825047,21.85040363
729.2159333,98.26385549,21.71542367
729.7158,98.0558022,21.71851743
730.21615,97.8039008,21.77230372
730.71635,98.15316082,21.96445035
731.2237833,97.92098656,21.67610117
731.7235,98.00364838,22.05455354
732.22255,98.28984175,21.79054594
732.7226333,98.04431547,21.93718028
733.2220667,98.26632455,22.04060132
733.7219333,98.00949577,21.82601694
734.2225667,98.10593344,21.87597703
734.7216167,98.13175974,21.92191143
735.2216667,98.08090773,22.01754995
735.7213833,98.26710626,21.99878016
736.22105,98.04076772,21.88660803
736.7216667,97.98711699,22.0240717
737.2216667,97.91443032,21.92565114
737.7214,98.10702006,21.85976751
738.22045,98.12417587,22.34511387
738.7201833,98.1742513,22.26907539
739.22065,98.29795982,22.09430667
739.72035,98.06103601,22.02533582
740.2204,98.17030713,21.94688608
740.7195333,98.06770223,22.12876335
741.2191833,98.08615048,21.99076107
741.719,97.96765842,22.18998669
742.2192833,98.07903278,22.14572907
742.71955,98.01704534,22.14047089
743.2185167,97.96452961,22.01157213
743.7183167,98.19102977,22.10164082
744.2193333,98.00153672,21.96758625
744.7185667,98.01607627,22.22113351
745.2185333,97.85417818,22.05947705
745.7248333,97.92573016,22.43569482
746.2257667,98.00033495,22.19205982
746.7248833,97.99894597,22.17069671
747.2249167,97.82881893,22.31932766
747.7246667,98.00897794,22.35280122
748.224,97.94413873,22.00664844
748.7248833,97.60846384,22.23447034
749.2238667,98.03037888,22.29620944
749.7236333,97.89056464,22.22638506
750.22365,97.89161285,22.19808396
750.7231,97.79210508,22.13813267
751.2239,97.56786852,22.11569153
751.7236333,97.99382692,22.14521338
752.22265,97.62772878,22.12853323
752.7227667,97.79797608,22.10341872
753.22225,97.9074686,22.42424482
753.7220667,97.61272003,22.14976856
754.2226667,97.77656792,22.30639077
754.7217333,97.73949332,22.30693809
755.2217333,97.81532106,22.21764193
755.7215167,97.64791418,22.17597294
756.22115,97.91704026,22.53438396
756.7218,97.92144871,22.262481
757.22075,97.67754501,22.34195859
757.72155,97.75926881,22.43076838
758.2205667,97.54389045,22.17643776
758.7201333,97.81835628,22.41872278
759.2207333,97.67004824,22.28088644
759.7204667,97.68902773,22.33486776
760.22045,97.47532037,22.39606025
760.7196667,97.85810191,22.45517385
761.2271167,97.54785102,22.39380287
761.7268833,97.80196235,22.59288581
762.2269167,97.38226616,22.47222325
762.7260667,97.63755188,22.17268342
763.2257833,97.7926402,22.28758539
763.7255,97.49359291,22.70849412
764.2258833,97.70767007,22.4892275
764.7260667,97.74765546,22.49405076
765.225,97.19823428,22.28197736
765.7247833,97.69193363,22.61325184
766.2245833,97.58238777,22.41724057
766.7250167,97.74250798,22.67901462
767.2250333,97.61236232,22.56834502
767.7248,97.46685685,22.42299379
768.2239,97.49797598,22.43025063
768.7238,97.22005859,22.39803704
769.2240667,97.3656937,22.61178902
769.7238,97.73864429,22.64226099
770.22385,97.51024022,22.60707767
770.7230667,97.60172611,22.89444104
771.2240167,97.56540895,22.44927659
771.7238,97.46209776,22.49239385
772.2228167,97.35092788,22.56512775
772.7229333,97.45157362,22.64422958
773.2221333,97.52458265,22.72604391
773.7219667,97.40453944,22.63650968
774.22285,97.4325525,22.70045924
774.7219167,97.46206241,22.64727568
775.2219167,97.60745003,22.78717755
775.7216667,97.33148155,22.82126121
776.2211667,97.43840044,22.79978055
776.72195,97.08537231,22.5478993
777.2209167,97.61237814,22.64150778
777.7282167,97.16734917,22.55363137
778.2292333,97.27839685,22.72460789
778.7283167,97.28280433,22.68399866
779.2283,97.38299625,22.77231132
779.7280667,97.39744728,22.55203265
780.2275,97.35066855,22.52558684
780.7283167,97.25839198,22.89722254
781.2283167,97.30162022,22.53281986
781.7280667,97.30555232,22.75073116
782.2271667,97.1543534,22.6869578
782.7283333,97.33612651,22.87521381
783.2273167,97.31351162,22.77819029
783.7270667,97.08895674,22.65294065
784.2271,97.22456245,22.82388208
784.7268,97.32414674,22.72754461
785.2273167,97.17043776,22.84956606
785.7270667,97.2933323,22.77783314
786.2271,97.13989781,22.83870346
786.7265167,97.11373804,22.70719997
787.2273333,97.44888331,22.79995912
787.7270833,97.14189185,22.82892005
788.2271333,97.29343484,22.80546096
788.7263167,97.07148256,22.86061318
789.22735,96.91766043,22.67370594
789.7271,96.91008678,22.74490172
790.22715,97.18470804,23.05472679
790.7263,97.16359612,22.77826543
791.22735,97.00586365,22.93950817
791.7271167,96.86892969,23.14221104
792.22715,97.14624896,22.88883212
792.7262833,96.81920828,22.83129445
793.2273667,97.29964188,22.93295085
793.7271167,97.38515001,22.91658832
794.22715,97.33707492,23.06398484
794.7262667,97.03137665,22.79480521
795.2274,97.27131893,23.10542883
795.7271333,96.82062212,22.85035219
796.2271833,96.7344484,22.88857991
796.7265333,96.83199165,22.92716761
797.2274,96.96295083,23.06364202
797.72715,96.98725202,22.83187408
798.2271833,97.06247296,22.82049165
798.72655,97.12359626,23.03755298
799.2274167,96.91614623,23.11594272
799.7271667,97.15458906,23.25005313
800.2272167,96.89759129,22.8956904
800.7264667,97.05120787,23.04192287
801.2274333,96.67045862,23.07313236
801.7272,97.10164538,23.18388395
802.2272333,96.87780911,23.00824648
802.7264333,96.90842006,23.1086897
803.22745,96.75414578,23.07003471
803.7271667,97.03535413,23.2109514
804.2272,96.86803277,23.24075736
804.7263333,96.63426898,23.01891358
805.22745,96.87784976,23.19976205
805.7272167,96.87410452,23.19909151
806.22725,96.95133243,23.08231726
806.7263667,96.73450713,23.04263994
807.2274667,96.59696858,23.07965713
807.7272333,96.80259732,23.10598291
808.2272667,96.64670252,23.13895894
808.7263833,97.00258763,23.28370272
809.2275167,96.65137483,23.15060389
809.7272333,96.8712848,23.08989021
810.2272833,96.84094415,23.19355495
810.7263833,96.95327147,23.12887282
811.2275,96.6100356,23.32782143
811.7272667,97.12531588,23.35786817
812.2273,97.02877193,23.26858449
812.7264667,96.7779961,23.38860683
813.2275167,96.76215496,23.07349403
813.7272833,96.80705305,23.05983997
814.2273167,97.00380216,23.21121968
814.7264667,96.84971983,23.447094
815.2275333,96.87669016,23.41867539
815.7272833,96.57384341,23.31075588
816.2273167,96.66562883,23.26921903
816.7264667,96.73992124,23.50062432
817.2275333,96.84684077,23.40803027
817.7272667,96.76075961,23.35208019
818.2273,96.75993086,23.04616178
818.7265333,96.56235022,23.1589811
819.2275667,96.73081647,23.55952922
819.7272833,96.60558336,23.4980303
820.2273333,96.77193277,23.4351025
820.7264333,96.735197,23.47875742
821.2275667,96.85205732,23.62375193
821.7273167,96.80761754,23.50977224
822.2273833,96.53776587,23.51518182
822.72645,96.93061288,23.58950637
823.2339333,96.42086851,23.52221987
823.7347167,96.53626866,23.35754959
824.2339667,96.57716681,23.38606915
824.7266167,96.74866724,23.60734556
825.2276167,96.46031931,23.23552625
825.7347333,96.8849755,23.73647061
826.2340167,96.39610804,23.56826774
826.7349667,96.57132698,23.63582328
827.2348167,96.71146262,23.59874176
827.73455,96.73836238,23.65299203
828.23405,96.33977213,23.29735282
828.7349833,96.77472014,23.43120472
829.235,96.72807872,23.56974513
829.7347667,96.48547432,23.51963836
830.2339667,96.37409076,23.56967199
830.73495,96.37198874,23.49961919
831.2348167,96.71839834,23.47458607
831.73455,96.55500452,23.44856106
832.2338833,96.5439155,23.63697736
832.7349833,96.43835568,23.57688041
833.2337833,96.49916695,23.63466755
833.7345833,96.4787647,23.58866987
834.2337667,96.35069304,23.37199984
834.7337333,96.45743135,23.56520529
835.2338,96.49402653,23.59488101
835.7345833,96.54522097,23.79964779
836.2336167,96.39038688,23.74353317
836.7336167,96.55517505,23.69384999
837.23385,96.36560348,23.45305614
837.7335833,96.58634226,23.74964516
838.2336,96.21209541,23.49373198
838.7334667,96.59097211,23.87633284
839.2338667,96.08364711,23.63847184
839.7336,96.39058772,23.73065708
840.2336333,96.19799173,23.67080507
840.7334667,96.31687841,23.65185858
841.23385,96.39423871,23.71621544
841.7336167,96.63806683,23.94496017
842.2336333,96.12774549,23.56002446
842.7337,96.28946923,23.69852168
843.2338667,96.20452803,23.66378604
843.7346167,96.17123259,23.81326904
844.2338167,96.09798089,23.64182006
844.7350833,95.95097486,23.50681439
845.2339,96.10883109,23.62505573
845.7346667,96.15831351,23.73623964
846.2340833,96.2157722,23.96978315
846.7350667,96.39102424,23.97483885
847.2350167,96.39082064,23.71491802
847.73465,96.15436161,23.58936751
848.2340333,96.10484165,23.5891396
848.7351167,96.26746228,23.83038911
849.23495,96.57956684,23.71834833
849.7347,96.37867378,23.97771109
850.2357833,96.40323436,24.03051458
850.7351,96.2445726,23.80075934
851.2350833,96.28593742,23.79429471
851.7352333,96.31385118,23.89751579
852.2358,96.19293916,23.9416868
852.7361167,96.36025441,23.88750038
853.2370333,96.19296356,24.04816366
853.7367667,96.24942352,24.07860426
854.2368,96.12304075,23.9060595
854.7363,95.73824102,23.84860846
855.2371167,96.04574891,23.79653556
855.7368833,95.94630655,23.79427908
856.2369167,95.96117449,23.9889166
856.7368333,96.21653965,23.90856983
857.2373333,96.11276122,24.08472353
857.7381167,96.18602695,23.94855598
858.2372667,96.27914422,23.94292232
858.7383833,96.08824323,23.9486668
859.2384,95.90573161,23.82465215
859.7381167,95.76938617,24.10173362
860.2379833,96.137,24.05731414
860.7384,96.00830831,24.12997744
861.2384167,96.03733431,24.19591002
861.7383333,95.78970758,24.05198723
862.2392667,95.87304057,24.00550388
862.7394,96.0770854,24.23178987
863.2387667,95.98841593,23.99354473
863.7388333,95.79600219,24.03764484
864.2391167,95.86022346,24.1297984
864.7394167,96.08134884,24.2520469
865.2403333,95.8553524,23.99736405
865.7318167,95.9043717,24.23816327
866.2327167,96.03160957,24.03384963
866.73305,95.98995541,24.1694422
867.23225,96.16416758,24.22668463
867.7336667,95.76590883,24.12042917
868.2326833,95.99768594,24.13482508
868.7330667,95.99557619,24.18643943
869.234,95.82367146,24.20332901
869.7337667,95.61944107,23.98845819
870.23385,95.7983431,24.00190907
870.7335667,95.84460078,24.17047393
871.23405,95.984571,24.21709603
871.7348,95.57914895,23.94390519
872.2339667,95.79749621,24.14734427
872.7352167,95.99200135,24.45643669
873.2350333,95.82352989,24.08221286
873.7347667,96.01074426,24.21777811
874.2342667,95.91830924,24.24697598
874.7353333,95.83643765,24.1813742
875.2353333,95.94841031,24.14000247
875.7351,95.81030402,24.20768633
876.23455,95.74227589,24.13921556
876.7353,95.53775369,24.13097281
877.2351167,95.79725528,24.219749
877.7348333,95.75163717,24.28262091
878.23595,95.65075292,24.48389081
878.7353167,95.28295034,24.06802861
879.2351333,95.80886357,24.36719952
879.73515,95.96533243,24.26829262
880.23595,95.42302731,24.19949605
880.7363167,95.80180787,24.29250801
881.2355,95.55483268,24.26691657
881.7356167,95.65611671,24.4676023
882.2359333,95.80242754,24.1786008
882.73635,95.67401483,24.36874808
883.2358333,95.7249444,24.15578337
883.7370833,95.70555322,24.36873639
884.237,95.67446656,24.35106623
884.7364,95.77682246,24.35801091
885.2373167,95.58157633,24.31046119
885.7370333,95.64074372,24.25259915
886.2370333,95.48244973,24.21985935
886.73655,95.44549748,24.26923385
887.2373333,95.51561722,24.36860246
887.7370167,95.56365392,24.2956162
888.2370167,95.61919946,24.37265949
888.7368333,95.65047694,24.39409927
889.2373333,95.76982049,24.53632629
889.73705,95.40233456,24.54742045
890.23705,95.64667251,24.54407837
890.737,95.7399916,24.53290035
891.2373333,95.75659123,24.57650754
891.7381,95.50074415,24.52237292
892.2372833,95.74127711,24.69330383
892.73855,95.66924563,24.35634725
893.2373333,95.39955127,24.40430355
893.7381167,95.59988321,24.49563981
894.2375,95.44059174,24.37718391
894.7386,95.6577604,24.64260275
895.2384,95.51883459,24.39525808
895.7381833,95.57792584,24.60188522
896.2376333,95.4004638,24.49264522
896.7386,95.17584952,24.50334389
897.2384,95.49514661,24.65942052
897.7380833,95.41435098,24.58492676
898.2391833,95.38861597,24.43403216
898.7386167,95.60160156,24.51070478
899.2383833,95.55858237,24.45478309
899.7380833,95.39234325,24.52193373
900.2391667,95.51319013,24.46118551
900.7385833,95.58975789,24.67067715
901.2383667,95.46569313,24.49199525
901.7381833,95.68284205,24.73906619
902.2391833,95.45663583,24.68383293
902.7386167,95.16894415,24.42462149
903.2384,95.34792989,24.57910287
903.7384667,95.3210236,24.6734265
904.2392167,95.3338962,24.73683644
904.7386333,95.51724329,24.64817533
905.2387,95.41770584,24.47675456
905.73875,94.94313847,24.74880807
906.23925,95.45700763,24.818687
906.7397,95.37316239,24.83087094
907.2388667,95.40147636,24.66923016
907.73895,95.04868155,24.64177614
908.2392833,95.42961574,24.69915653
908.73975,95.48029748,24.84509635
909.2389833,95.25411833,24.77739852
909.73895,95.25510339,24.78096018
910.2393833,94.9971144,24.8320283
910.73975,95.33566481,24.7889376
911.2390833,95.60374644,24.91198776
911.7391167,95.12374195,24.55487322
912.2393833,95.50135497,25.0107411
912.7397833,95.38985662,24.91508023
913.2391333,95.28150382,24.71161216
913.7390833,95.57484913,24.87757891
914.23945,95.00142453,24.65515907
914.7397833,95.11327759,24.70220197
915.2391,94.91585277,24.92774044
915.7392167,95.24953704,24.83726297
916.2395167,95.42352746,24.78871783
916.7398167,95.16465461,24.7871417
917.2392667,95.15855844,24.84450625
917.74045,95.4820768,24.91179837
918.2394333,94.96840368,24.64219424
918.7398,95.12263,24.7689569
919.23935,95.29594838,24.84246882
919.7404,95.31017879,25.0560008
920.2393667,95.20356896,24.86116866
920.7398167,95.15372708,24.80401397
921.2393667,95.07803457,24.88540359
921.7404167,94.86024285,24.76155311
922.2403833,95.00916424,24.8981805
922.7398667,95.27050163,25.06448263
923.2407333,94.89653376,24.90965316
923.7404333,95.14544228,25.19387581
924.2404,95.01181292,24.90893119
924.7398667,95.087227,25.0058343
925.2407333,95.14988997,24.91042834
925.74045,94.89944392,24.97353856
926.2404167,95.28777993,25.00905368
926.7400167,95.43580297,25.11333674
927.24075,95.45438154,25.11010993
927.7404833,95.02274844,24.83772006
928.24045,95.185005,25.0974219
928.74025,95.08561813,24.87079588
929.2407833,95.21914102,25.19311526
929.7404833,95.36405964,24.97119292
930.2404667,95.12896375,25.12445528
930.74035,95.16502053,25.08601638
931.2407667,94.94513455,24.89930049
931.7405,95.03992343,25.16153811
932.2404333,94.91001731,25.05475432
932.74035,94.87269087,25.1422761
933.24075,95.38052023,25.17964732
933.7404333,95.18072977,25.11338922
934.24045,94.98969862,25.27919936
934.7404833,94.89120833,25.1428565
935.2408333,94.76447477,25.02163839
935.74165,95.05156148,24.77775329
936.24075,94.99469837,25.22554493
936.7420833,94.70733573,25.10608433
937.2418667,94.96270768,24.97930924
937.74165,94.58339442,25.07984344
938.2411833,95.03982018,25.19103907
938.7420833,94.93423991,25.1953432
939.2418833,95.01311958,25.00033367
939.74165,95.07083438,25.10729294
940.2427667,94.47680151,25.21530674
940.7421,94.72760889,25.00410675
941.2422,94.69442853,25.13034409
941.7423667,94.74868594,25.15342825
942.2427833,94.79453693,25.21478343
942.7431167,94.78178238,25.03411668
943.24405,94.80804361,25.07389139
943.7438,95.36622868,25.43429752
944.24375,94.87952578,25.1333334
944.7436,94.58988319,25.26380407
945.2440833,94.76256354,25.14493723
945.7448333,94.7462552,25.04247868
946.24405,95.07147855,25.36597801
946.7452667,94.66968375,25.04043605
947.2450333,94.8589584,25.41274641
947.7447667,94.58129621,25.39975342
948.2458833,94.52466764,25.26083194
948.7452833,94.83199754,25.39347989
949.2452167,94.85333601,25.31201296
949.7454,94.6285468,25.27309861
950.2458833,94.96099991,25.38373912
950.7463333,94.75686066,25.46500017
951.246,94.63437345,25.44548828
951.747,94.51149274,25.24607693
952.2469333,94.32711534,25.25193298
952.7464667,94.85712397,25.30972356
953.2473,94.38760351,25.45072742
953.7470167,94.80616234,25.26619227
961.74535,94.62139476,25.29241275
962.2454667,94.67972149,25.46272234
962.7468833,94.64709113,25.79378638
963.24665,94.38849743,25.50382379
963.7464167,94.75044813,25.50247798
964.2477333,94.74747054,25.63764754
964.7483333,94.73653615,25.67141221
965.2478667,94.68193055,25.61647088
965.7493667,94.66258639,25.54965416
966.2488167,94.76841678,25.54289159
966.7502333,94.54489866,25.7672973
967.2498333,94.79606258,25.65831986
967.7511833,94.75747609,25.6193686
968.2432667,94.59282691,25.39121557
968.7437167,94.68117178,25.65420384
969.2445333,94.42266594,25.58335985
969.7451,94.6219281,25.52659319
970.2449167,94.46076743,25.53516927
970.7461667,94.42261386,25.85893244
971.24675,94.73702505,25.60248434
971.7462,94.49993712,25.71898103
972.2467833,94.47462355,25.54546155
972.74665,94.68164098,25.52441647
973.2478167,94.51248427,25.51897087
973.7473167,94.53145596,25.76769433
974.2477833,94.54969984,25.68883189
974.7481,94.53563421,25.6630922
975.2488167,94.58945718,25.67440747
975.7491333,94.34749039,25.51043552
976.2497167,94.46285377,25.76347189
976.7493833,94.61344103,25.56944239
977.2499667,94.44092612,25.60575871
977.7493833,94.50274181,25.85436946
978.2499667,94.31845544,25.90546179
978.7499167,94.19564395,25.61359188
979.2510833,94.39252602,25.64760515
979.7504667,93.99889799,25.48878203
980.2509667,94.2647658,25.6485433
980.7513,94.10584028,25.68374608
981.252,94.13530653,25.73017166
981.7523667,94.22943584,25.70455489
982.2445833,94.67667402,25.96292257
982.7452,93.60944905,25.43059125
983.2447667,94.71389985,25.92466355
983.7452667,93.84133893,25.49042233
984.2451667,94.1886828,25.72698139
984.7463167,93.913315,25.76061462
985.2469,93.76157867,25.52753747
985.7462667,94.12429803,25.63592155
986.24615,94.38594974,25.77554764
986.7471667,94.56867324,26.01646636
987.2467833,94.03976958,25.71586758
987.7466667,93.82601935,25.7815164
988.24765,93.86160518,25.58720259
988.7471,94.12020444,25.44807124
989.2474167,94.05994411,25.75213897
989.7478667,94.44733267,26.25333405
990.2484333,94.18357812,25.65281044
990.7482667,94.31014902,25.8492838
991.24905,94.3970797,25.95317437
991.74925,94.29920842,25.74540482
992.2485333,93.90183242,25.53096522
992.7494833,94.6597039,26.08683035
993.2489,94.37474296,25.96092031
993.7496,94.02879376,25.86009645
994.24925,94.01226303,25.55246076
994.7504167,94.09763264,25.76959392
995.2501,94.00386837,26.01088446
995.7498667,94.14283475,25.87356861
996.2509,94.04488337,25.82957175
996.7502167,94.15642708,25.93829126
997.2511667,94.17423063,25.74409084
997.7506167,94.1819476,25.97650369
998.2511667,93.78238276,25.66107597
998.7515167,93.87705731,25.94572916
999.2523167,93.96258016,25.73625366
999.7516833,93.89165878,25.87471112
1000.251667,93.82580724,25.7803276
1000.7528,94.43654066,26.13365829
1001.2523,94.50220867,26.23585192
1001.752167,93.86505328,26.03463984
1002.25335,93.70719135,25.69191262
1002.752583,93.68698839,25.86049024
1003.2532,94.03739697,26.02700912
1003.752983,93.99609744,26.03810923
1004.253367,94.2821336,26.12518216
1004.753767,93.97544403,26.03706556
1005.25435,94.00855583,26.19892611
1005.754683,94.02084676,26.03850507
1006.246983,93.87988108,25.99061556
1006.746867,93.82890966,26.08350014
1007.24785,93.94422464,25.96426292
1007.747283,94.16794039,26.22692771
1008.2481,94.18888766,26.2120784
1008.74765,93.98379219,26.12027734
1009.248117,94.20849542,26.044115
1009.748433,94.09075541,26.09798423
1010.24925,94.09059014,25.87283175
1010.748633,94.10764625,25.98109156
1011.248717,94.26912905,26.29374184
1011.749733,94.18765589,26.22548488
1012.24925,94.08075739,26.18428785
1012.75065,94.15108177,26.1182248
1013.250367,94.01603445,26.26541059
1013.749833,94.00539058,26.02052746
1014.2504,94.12176572,26.17741183
1014.750883,94.05195865,26.27117141
1015.2516,94.10225852,26.19877516
1015.75065,94.0922765,26.07055199
1016.250733,94.0055521,26.18643092
1016.7519,94.22396071,26.20733476
1017.2515,93.84398242,26.37704123
1017.751233,93.94586848,26.19784895
1018.251667,93.82956509,26.17612773
1018.751683,94.09213692,26.29247141
1019.25255,93.7718155,26.18532159
1019.752,93.91290515,26.44280847
1020.252133,93.89115348,26.36320715
1020.75325,93.89163182,26.3946654
1021.252817,93.93721138,26.08129058
1021.752583,93.72141499,26.18051472
1022.253617,93.78472194,26.09201379
1022.75295,93.93428631,26.39061815
1023.253717,94.07597514,26.35652921
1023.754233,93.85771142,26.19389302
1024.2534,93.96307533,26.20904334
1024.753867,93.86184176,26.15755123
1025.253717,93.83972692,26.13202368
1025.753783,94.27277358,26.47514972
1026.254767,94.01850457,26.35402817
1026.75435,94.03029484,26.41101912
1027.25515,93.90658079,26.57368105
1027.754933,93.7509254,26.43214872
1028.25435,93.92755673,26.49889364
1028.75515,93.97012563,26.4579722
1029.254817,93.82087593,26.31295553
1029.754883,93.9290734,26.33140923
1030.25515,93.72730666,26.57419914
1030.755217,93.75855523,26.12755034
1031.255883,93.57552789,26.25498536
1031.7562,94.12596433,26.60139165
1032.255617,93.90557809,26.4177652
1032.756567,93.79944606,26.43629591
1033.256183,94.01413285,26.3535228
