File,RT IS,RT analyte,IS int 254,A int 254
SO2ME_100.D,4.03488922119141,2.99579119682312,3143.62426757813,1455.34143066406
SO2ME_120.D,4.03607273101807,2.99877333641052,4014.22021484375,1381.90637207031
SO2ME_50.D,4.03357028961182,2.99571704864502,3118.78393554688,718.944030761719
SO2ME_60.D,4.03311109542847,2.99504542350769,3637.33740234375,707.72314453125
SO2ME_25.D,4.0335865020752,2.99612140655518,3110.71362304688,358.436981201172
SO2ME_12.D,4.03330564498902,2.99636125564575,3248.17724609375,137.724197387696
SO2ME_5.D,4.02284574508667,2.99094438552857,3189.33740234375,72.6121902465821
SO2ME_24.D,4.00656986236572,2.99035716056824,3302.80712890625,28.4617424011231
