Time / min,4SO2Me-ArOPh,Product
0,101.5,0
9.149999991,92.13526662,9.408242997
24.16666666,82.32312601,19.05856514
113.5,64.72315688,37.02994985
132.7,58.45591784,41.47944928
142.9166667,45.14544546,54.95545053
160.0666667,33.09079867,67.13614005
162.9666667,30.8352173,67.89901089
183.15,23.24033389,75.60369189
210.05,16.71427672,81.48982285
217.65,13.27499902,82.98107455
231.7666667,5.023072198,90.83438544
251.8,2.085443706,94.60548916
