Time / min,A,P
0,128.7939576,0
4.966666667,124.7138087,4.031778598
73.91666667,109.3942831,19.35130423
146.0166667,105.7426439,23.00294341
180.7333333,100.9617141,26.6546044
190.1166667,91.83777611,35.77854236
210.3666667,87.11765942,40.49865906
225.1333333,80.28187271,45.93089589
238.9333333,77.05872313,49.15404547
300.5666667,62.63206952,63.58069908
349.5166667,53.6566293,70.67300187
367.4,42.20073367,82.1288975
1175,0,124.3296312
