Time / min,4SO2Me-ArOPh,Product
0,83.43,0
1.599999997,81.70422712,1.72015958
9.733333335,82.19965272,2.42095658
41.55,77.16825618,7.032310318
276.3833333,62.00155032,23.91824272
423.7333333,56.76087215,27.56886874
1231.733333,50.68881572,33.66933227
1256.866667,50.07317458,33.83639628
1407.466667,44.76951687,39.25068967
1502.066667,42.70466778,41.58236064
1596.366667,26.74443263,55.2844804
1740.95,17.09125064,68.80970963
