Time / min,A,P
0,124.5962111,0
141.5833333,117.1367828,7.459428267
337.9,109.4292783,15.16693276
464.3333333,105.0341534,19.56205768
481.3833333,102.510703,21.1487354
520.05,96.66938839,26.99005006
702.6833333,78.62458734,45.03485111
721.85,74.56414949,47.60724403
1427.166667,46.96340597,75.20798755
1433.083333,44.88443881,77.2869547
1445.183333,42.06487909,78.40725617
1504.616667,34.29060953,86.18152573
1829.033333,13.92163266,106.5505026
2697.756417,0,120.47
