Time / min,A,P
0,106.4819303,0
11.45,104.9352327,1.527099763
47.18333333,103.3616023,5.356986405
130.8333333,94.81933055,11.33265419
152,90.94945474,13.24950897
247.1,64.08466665,40.39562996
255.4166667,62.48464913,41.87324377
315.1833333,53.61572892,48.9564898
527.05,39.38938711,64.27801405
529.65,37.72391346,64.91039783
618.5666667,12.69302627,89.50386376
637.0166667,10.59126895,92.01155563
