Time / min,4SO2MeArOPh,Product
0,96.15734179,0
2.133333333,91.2837706,6.121773618
6.05,82.61410197,13.67868976
10.36666667,77.79755046,18.86397509
13.95,68.12160739,28.60967994
15.83333333,59.18005792,37.16422694
17.21666667,55.62402395,42.38073795
18.96666667,49.45268813,45.10011319
21.66666667,42.18080537,48.90697826
25.9,38.34140118,57.62305247
29.81666667,27.53403263,66.48814531
32.6,18.24848519,76.23313326
49.46666667,2.86363208,90.99120536
