Time / min,4SO2Me-ArOPh,Product
62.01666667,121.0945575,12.68607141
74.56666667,119.2384077,14.5422212
193.1333333,108.909859,24.87076994
271.0333333,92.83854142,39.59233821
287.65,86.55545897,45.87542065
317.4833333,76.04584274,54.65898304
330.8833333,72.74350714,57.96131865
396.4333333,61.82858345,68.87624234
426.7666667,53.60313196,74.79299528
431.65,49.79898939,78.59713785
442.5333333,43.34852018,85.04760706
1080,0,128.3874804
