Time / min,A,P
0,142.5830884,0
73.31666667,138.4506255,4.132462908
159.9666667,135.1372017,7.44588668
317.05,130.3208968,12.26219156
411.4833333,126.3369487,14.87575755
430.4166667,123.6065286,17.6061777
478.7666667,118.1148971,23.0978092
506.8333333,113.7672563,25.78224252
806.6166667,95.93082188,43.61867696
817.6333333,92.27865277,47.27084607
821.8666667,89.34422646,47.78142513
1453.066667,30.6246919,106.5009597
1474.866667,29.00637479,108.1192768
