Time / min,ArOPh,Product
0,130.0646672,0
60.1,116.6495316,14.88064787
89.28333333,111.0081349,19.18867825
157.9166667,106.5307434,25.41750873
201.6,97.60558738,31.83150077
220.1166667,90.97375368,40.93729037
240.15,82.4505008,49.15915503
245.35,80.49690029,49.81952058
255.9166667,76.59693965,53.19736901
295.25,69.96366275,59.94827532
319.8833333,62.42609749,67.53037854
337.4833333,49.79237875,72.73107457
521.75,11.98383111,116.8910206
