Time / min,A,P
0,112.4212132,0
5.5,104.2255001,6.918088696
15.86666667,96.62180958,15.58962438
33.51666667,87.27553315,23.83816789
47.15,80.30249674,32.69636119
52.2,70.53898908,43.5200414
55.43333333,64.26055184,48.28704046
59.93333333,58.4724676,53.7965687
69.56666667,49.35712412,63.00996684
77.3,45.01634314,68.1289324
89.25,32.56326143,77.0363406
96.43333333,18.8609456,91.94086716
116.0333333,6.467821826,106.9720537
