Time / min,4SO2MeArOPh,Product
0,126.2245835,0
1.783333333,116.1662866,9.840782281
6.216666667,104.1150664,21.45226041
19.38333333,95.84192608,29.40445579
25.58333333,85.09161815,40.50461162
28.05,70.99615199,53.48548663
32.43333333,59.65012248,64.33694606
40.8,45.08278391,79.0186246
46.66666667,37.39460621,85.12413828
56.3,10.60040826,111.4959691
92.03333333,0.624654189,118.1560285
