Time / min,4SO2Me-ArOPh,Product
0,117.5,0
44.31666667,113.7331589,3.653096912
195.9333333,105.5351098,12.19347683
461.7166667,94.43617563,21.31117479
1180.45,39.20526697,77.35204402
1404.05,14.3959698,99.03139248
1671.166667,5.35100745,108.3179291
2479.966667,0,113.0815223
2543.55,0,114.1473585
