Time  / min,4Cl-ArOPh,Product
0,168,0
3.166666673,167.7519509,0.077745579
500.8166667,156.7508063,11.02125884
516.15,153.5551334,12.0176404
837.4333333,134.4281344,29.93170316
957.3166667,131.0591877,35.09187712
966.4833333,128.8025518,34.83317037
1097.25,125.0850349,38.62012214
1469.433333,113.878041,50.19878717
1476.533333,112.1794937,49.94767852
2132.2,70.96648959,89.6566807
