Time / min,A,P
0,106.5783216,0
58.48333333,105.459933,2.060291174
300.95,99.97029993,8.34546192
308.4833333,97.88893647,8.735158766
944.3833333,52.05957858,55.00743177
959.0833333,51.65389969,55.51354948
963.95,51.30188957,55.37249531
1063.066667,49.31115175,56.88424846
1248.566667,46.48274157,60.02105723
1263.316667,43.13301647,61.55313326
1332.967983,30.06393756,74.55369443
