Time / min,A,P
0,120.446525,0
10,111.7077956,8.738729335
26.28333333,103.3433112,17.10321373
63.4,93.57047618,26.87604879
131.2666667,81.22757982,38.16364041
139.2166667,71.4157759,47.99734176
190.55,44.23401196,75.1791057
193.65,42.03288522,76.08747177
210.8666667,38.21262615,79.98725395
238.55,33.57505155,84.62482855
262.2166667,26.86227748,89.19842186
289.0833333,9.472091426,106.7179603
613,0,116.2
